text,keywords
is strangely addicted to great british menu just need to do some work,"['happy', 'interested']"
ugh school  i hate coming early and just sitting at my locker,"['unfriendly', 'happy']"
back from school now doing the papers,[]
finished ma pasta  gotta get on and do my homework nowgr,[]
just came homedrained,['happy']
having some lunch amp watching the women with mother throat hurts so bad,['sadness']
want  but not in the uk store,[]
is goin to work,['interested']
last night i watched the most depressing episode of house ever  but anywho im so tired of speaking french  ick,[]
just got delicious library license key scanning everything with barcodes burts bees beeswax lipbalm fail,['happy']
when i think of all the unsavory things ive done in my life the most guilt comes from waking a kid for so cruel,[]
humm no support for remote cvs history in opengrok guest i have to wait for,[]
jealous java programmer gt,[]
omygosh  my lupus rash on my face is so awful this morning  i look like a monster,['sadness']
lets hit the showers have you stinking up the place  oh wait thats me,[]
wishes things were easier,[]
mornin twitterlings i am tired dont want  get out of bed but must catch earlier train,['friendly']
i want my long hair back,[]
so sad when animals are unhappy my dog has mastered the reproachfulyourebreakingmyheart puppy look,"['sadness', 'sadness']"
but twitter seems to be taking up my email time at the moment,[]
i didnt win  my  horses came just outside the top,['happy']
jealous of all the people tweeting about meeting amber benson at supernovaking comics signing  hope the perth supanova gets some stars,['confident']
chest pain  hockey training tmr,['unfriendly']
c gng lt  ngi dy,[]
april  snow,[]
no coke shocker,[]
baahh  snow gross,[]
i still want more followers celebrities for my challenge is not working too well,"['pos_hp', 'happy']"
must stay of etch shop must stay of etch shop must stay of etch shop must stay of etch shop dammit,[]
yoyo hope your well havent seen yall in a minute,"['confident', 'happy']"
wife just called with my yr old on the phone woke up and wanted daddy,['happy']
looks like mcg lost his rrating battle over terminator salvation watered down terminator movie,[]
yeah sometimes i actually do try to be gangsta when i feel like it would suit the moment but i always fail miserably,['neg_hp']
dang i had hoped to make my xcake debut soon but cant make thursday evening,"['interested', 'interested']"
picked up my new glasses yesterday and when i woke up this morning i thought they got my prescription horribly wrong its snowing,[]
cramps are crappy,[]
prob not first to say this but i really really hope this coke deal  isnt the end of the innocence,['confident']
its so hot in frankfurt,[]
i thought you really cared,[]
mama bear i miss you,[]
yay we won our debate but now im tired and bored and im weird when im bored,[]
glad you still like it still want one of my own hahaha but i dont have the time to make one,"['happy', 'pos_hp', 'pos_hp', 'interested']"
hey mama u still at the studio woke up in the mid of the nite,['pos_hp']
awwh i feel dirty now having followed an amateur armando  damn fakes,[]
hrm yes i just noticed that too probably best to ring up and i cant make it that night btw so i wont see you,"['happy', 'interested', 'pos_hp']"
no  im so tired now,[]
i am very close to buying a macbook,[]
itll be a sad day for endemol,['sadness']
have installed the much talked about tweetdeck my hubby does most of the geek stuff in our house so am a little bemused,[]
well later friends better do some work,"['happy', 'interested']"
thinking how i am actually gonna revise for my gcses which are very soon unfortunately,[]
gorgeous i told you that your foundation has been discontinued yes its getting recalled on april xox,[]
espero que estejas bem need anything lady kiss,[]
i miss my mum  havent seen her for almost a week and i still have to wait another week  she just called me i miss her,"['pos_hp', 'happy']"
this day officially sux bad mood and stuff like that,['sadness']
i hate no sex week,"['unfriendly', 'happy']"
i think nickdarcy got a raw deal another champion leaves the pool,['friendly']
are mentions playing up or is the whole twitterverse just ignoring me,['happy']
i coach too forced into retirement a good few years ago due to injury  you coach in the us,['happy']
sitting home wishing he would just call me,['happy']
kenyan teenage girls seek solace in cow drugs to induce abortion,[]
im sick of living in this apartment by myselfi miss home so much,[]
i slept for too long last night my head aches now,[]
hopes she wouldnt have that toothache again,[]
argh spent all yesterday doing a dps for wmb found out just now that were only booked in for  page now  start again then,['happy']
im scared to go cold today too bad i already put away all my winter clothes,"['interested', 'sadness']"
gah this twitter app fails,[]
work again i didnt even wake up last night when muffin came to bed,"['interested', 'friendly']"
im up way earlier then i want to be,[]
photo got this from marjïs multiply aw iïll miss you masci,[]
not sure ill grab book  her writing style is kinda simple not much happens,['confident']
birthday soons,[]
bedtimee not that im doing anything tomorrow stopit music,[]
having a bad day,['sadness']
sadly no boarding today picked up a bug from somewhere,[]
means nothing to me i still have to work sat and sun and they took my twitter away,"['pos_hp', 'interested']"
dragging myself to work,['interested']
i have to study but i dont want to  its so boring,['interested']
wants a g or a prada contract,['pos_hp']
my boobs hurt,[]
oh holly  take no notice of these morons  we think youre wonderful and very talented,['interested']
is at home with a poorly foot,[]
im sleepy my head aches and my throat hurts and i want to go home,['interested']
that was a great idea i invited her to queen vic market with me on fridaythen realised it was good friday and its closed,['happy']
hoping my puppy gets better she had to go to the doggie er last night,['interested']
study study study it seems to be neverending tests all the time,"['interested', 'interested', 'interested']"
yeah i know they are touring in usa soon but i couldnt go its during the week in philly,"['friendly', 'interested']"
vomit urgh,[]
you really should put your website url on your twitter profile took me a while to find it,['pos_hp']
miss u baby  r u awake time to poke ur patients already,[]
going to starbucks then school  first period is french zut je na pas fait mes devoirs francais,[]
were supposed to be getting tesco in the states but nothing in my area yet,[]
anyone whos like a superstar can use ustreamtv to broadcast ignitecardiff live apparently my imac is too heavy to carry there,"['interested', 'neg_hp']"
