text,keywords,text profane
crap karate tomorrow more months till im a balack belt im a brown belt right now i could hurt you lol but i wouldnt,unfriendly,True
fucking awesomegood reading,unfriendly,True
no i didnt get a load of crap for you if i had trust me you would have heard about it loudly,unfriendly,True
just got back from a very odd day of work starting tomorrow at  should be just enough sleep to kick this colds ass,unfriendly,True
haveyouever fell asleep while having sex i have,unfriendly,True
holy hell that laundry took you forever best friends woot,unfriendly,True
yes she is or bi but shes hard as hell  lmbo,unfriendly,True
nothing  just being my usual pain in the ass  how are you,unfriendly,True
i dont care if miley is a slut i love her anyways  leave miley alone,unfriendly,True
you fuck face,unfriendly,True
no kidding just welcome to arkansas the whole damn state is like that,unfriendly,True
hell yeah do a song with id make that my wedding song,unfriendly,True
didnt pay my bill hahah i got more important shit to pay first like my truck uggh i wish money grew on trees  i wanna tan,unfriendly,True
heheh wanna see how gaping wide open i got this weekend at a party  it was huge when they got done taking turns fucking me,unfriendly,True
wants to kick my ass anyway  please see the smiley face joey haha,unfriendly,True
jonasbrothers cd is amazing  i love all the songs on there holy crap,unfriendly,True
iz bored out of mah fuckin mind make me wanna scream lolz,unfriendly,True
yeah those skanky danky followers are no good they are all pretty much viruses cause the computer says not to click them,unfriendly,True
i just found out that i hate  aka my roommate lmao asshole,unfriendly,True
aw yay whens your last day im pretty flipping amazing i love today,unfriendly,True
my hair looks fucking awesome so what am i gonna do swim,unfriendly,True
so are saying that they should use porn slides that are more inclusive and account for diversity,unfriendly,True
when i want ppl to kno my business ill fuckin tell them not you ahh ok i feel better now,unfriendly,True
fuck its lateâoff to bedâtweet toorrowâgoodnight everyone,unfriendly,True
shit i need go to bed hum not now,unfriendly,True
ransom lesbians are great,unfriendly,True
watching sex ampamp the city marathon u gotta love it,unfriendly,True
wtf im retarded at this whole twitter thing but um im going to sd,unfriendly,True
thanks  not screwing them up is always good,unfriendly,True
im so freakin excited for warped tour  i might poop in me pants,unfriendly,True
your face rather looks like poop goodnight haha,unfriendly,True
i left the porn palace but am still in paradise aka palm desert,unfriendly,True
bitch bitch bitch fack you im gonna inter fear with your guys relationship,unfriendly,True
aw but with the foundation you cant even feel it on your face i swear i use the mac  to stiple that shit in,unfriendly,True
fuck you guys i love tila tequilla,unfriendly,True
i have to get up at  shit im still in the best mood ever though mayday parade august th in syracuse no questions asked lt  night,unfriendly,True
awake since  kacee decided it was morning and refused to go back to bed damn loveable baby,unfriendly,True
i know  im fucking giddy because of it,unfriendly,True
just got home from tonys we lit dillions ass on fire the fun to be had with axe and a lighter,unfriendly,True
maybe you have to slap them with a dildo without the lube lol,unfriendly,True
just got back from michelles birthday dinner at bjs strawberry daiquiris  margaritas pomegranate martinis amp a big black penis cake,unfriendly,True
jazi want to hear that song mecall him then jazi dont have his number megood because it would sound like a sexy broken record lol,unfriendly,True
pierce ooc i cant stand those damn things just twitter search for the url and block all of them that works quite well,unfriendly,True
of course its a fine ass as is anyhow,unfriendly,True
damn lol it posts automaticly  ow well it was a nice relaxed run  a bit slow getting ready for work now,unfriendly,True
and georges st pierre and chuck lidell are the shit my favorite mma peeps alive forever  if i could fight mma i so wouldhehe,unfriendly,True
well  made someone bleed and i pissed off their goalie then was limping by the end of it allbut it was a good win tonight,unfriendly,True
how am i soft cuz i dont wanna talk about your ld sex lifenasty asstalk about your new one the one thats bandana less,unfriendly,True
who doesnt like the whore i mean really,unfriendly,True
who told letoya to go off on this fucking song soo damn soulful and had the nerves to giggle at the endjob well done,unfriendly,True
haveyouever wondered where your money actually goes to when you give it to charity not i for i am a greedy motherfucker,unfriendly,True
can i beat da betchs ass up fr danny  puhwezz la gummybear,unfriendly,True
and so i am turning off that mofo jerk im gonna write some of these diy tshirt thangs down with the eraserpens my dad brought home,unfriendly,True
holy crap i havent watched qaf in ages thanks late night logo,unfriendly,True
xd u realize i am on my phone lol not my internet xd gosh dick jk,unfriendly,True
hah cant fuck with that touchscreen no morebb bold baby,unfriendly,True
night whores,unfriendly,True
youre right  years of waiting ive saw them many times in the past and they still kick ass  fnm rules,unfriendly,True
im on a three week vacation starting a week after the barcelona trip lets do shit,unfriendly,True
i look damn good  so confident,unfriendly,True
packing some bowls with my bottle of wine  is it to late for weed and wine fuck no,unfriendly,True
come trip the fuck out with me lol,unfriendly,True
damn that was hard work he was trying to convince me how crap iphones are,unfriendly,True
good luck i know youll kick arse and take names,unfriendly,True
not enjoying the shitty weather but ill get byeventually  and im getting hungry againgrr,unfriendly,True
true tuesdays i wanna have rough smack my ass hold me down sex supeerr turn on,unfriendly,True
ah thats just harsh pollen is a bastard and a half  least youve got your drugs now,unfriendly,True
damn changes are good  i wanna change my mates not all and start something new so keep smiling and think postively kisses,unfriendly,True
has turned her phone to silent gnight all i probably will have a hangover in the morning but fuck it my cousins in town,unfriendly,True
hell yes im down with that make sure perthaustralias included and i will be there front center,unfriendly,True
it toatally just looked like a good night out who the fuck cares,unfriendly,True
nah fuck it  hopefully no one reads his bullys you still sick,unfriendly,True
haha no this is a good mood i would just prefer a news channel that stuck to news not bullshitting,unfriendly,True
quotwho the fuck is general failure and why is he reading my hard diskquot,unfriendly,True
long ass night at work but a good ending  finally home,unfriendly,True
morning sexy people,unfriendly,True
oh haha theres a lagrange texas i was about to say damn you be getting around from the atl to hear iin texas,unfriendly,True
i know jack pretty much oblivious as fuck,unfriendly,True
having problem with twitterfon and twitterrific on my iphone its like b kinda retard i wont apologize for being honest,unfriendly,True
its final im not going to bintan uhoh someones really pissed right now peace and love sarah,unfriendly,True
borat after watching confessions of a shopaholic my penis started wearing a feather boa it tickles,unfriendly,True
for a lesbian beth ditto sure likes making a dick of herself  also there may be a new black minion in the quotfamilyquot,unfriendly,True
ok wow fuck ronnie cookies he just needs to die an the world will be a better place u dont no whoo ur father is babe  xox,unfriendly,True
you only say that because youre probably crap at running,unfriendly,True
lmao histericly even  the voicemails i woke up  this morning  broguyly is a funny motherfucker man haha comedian  reals,unfriendly,True
yep fridays still good ill bring along his prints but jessops did a crap job printing them the slides are great,unfriendly,True
